qstr_Next_Page|다음 페이지
qstr_The_last_time_you_sa|마지막으로 {reg1?봤을 땐:봤을 땐}, {s1}
qstr_The_last_time_you_he|마지막으로 {reg1?접한:접한} 소식에 따르면, {s1}
qstr_Current_garrison_con|현재 주둔군은 {reg5}명이고, {reg6}일 분량의 식량을 비축하고 있습니다.
qstr_Impoverished|찢어지게 가난함
qstr_Extremely_Poor|매우 가난함
qstr_Very_Poor|조금 가난함
qstr_Poor|가난함
qstr_Very_Neglected|매우 방치됨
qstr_Neglected|방치됨
qstr_Below_Average|보통 이하
qstr_Average|보통
qstr_Above_Average|보통 이상
qstr_Prosperous|번영함
qstr_Wealthy|부유함
qstr_Rich|풍족함
qstr_Opulent|매우 풍족함
qstr_Loyal|충성스러운
qstr_Devoted|헌신적인
qstr_Fond|다정한
qstr_Gracious|자애로운
qstr_Friendly|친절한
qstr_Supportive|지지하는
qstr_Favorable|호의적인
qstr_Cooperative|협동적인
qstr_Accepting|받아들이는
qstr_Indifferent|무관심한
qstr_Wary|경계하는
qstr_Suspicious|수상쩍어 하는
qstr_Hostile|적대적인
qstr_Resentful|분개하는
qstr_Angry|분노하는
qstr_Hateful|증오하는
qstr_Revengeful|복수심을 보이는
qstr_Vengeful|복수심에 불타는
qstr_{s1}_militia_patrol|{s1} 시민 정찰대
qstr_Red_Brotherhood_from|{s1}에서 온 붉은형제단
qstr_Red_Brotherhood_Thie|붉은형제 도적들
qstr_Rogue_Red_Brotherhoo|악당 붉은형제 무법자들
qstr_Red_Brotherhood_Slav|붉은형제 노예상들
qstr_Singalian_Slavers|싱갈족 노예상들
qstr_Singalian_Raiders|싱갈족 습격자들
qstr_Rogue_Singalian_Slav|악당 싱갈족 노예상들
qstr_Singalian_Hunters|싱갈족 사냥꾼들
qstr_Snake_Cult_Patrol|사교도 순찰대
qstr_Snake_Worshippers|뱀 숭배자들
qstr_Serpent_Coven|뱀 집회
qstr_Snake_Cult_Killers|사교도 살인청부업자들
qstr_Snake_Cult_Virgin_Hu|사교도 처녀 사냥꾼들
qstr_Snake_Cult_Kidnapper|사교도 납치범들
qstr_Snake_Cult_Warband|사교도 전투부대
qstr_Snake_Cult_Doomrider|사교도 파멸 기수들
qstr_Serpent_High_Prieste|사교도 고위 여사제 호위단
qstr_Snake_Cult_Raiders|사교도 습격자들
qstr__A_wandering_travele|여행자 소식 : '말티세'와 공포의 군단이 체즈 근처에 상륙했고. 펜도르를 침공중입니다. 중립영웅 발견!
qstr__A_wandering_traveler|여행자 소식 : 뱀 여신의 추종자들이 체즈 근처에 상륙했고. 펜도르를 침공중입니다!
qstr_Heretic_Coven|이교도 집회
qstr_Demon_Worshippers|악마 숭배자들
qstr_Black_Coven|검은 집회
qstr_Death_Cult|죽음의 교단
qstr_Heretic_Virgin_Hunte|이교도 처녀 사냥꾼들
qstr_Heretic_Sacrifice_Ki|이교도 제물 납치범들
qstr__You_come_across_a_m|순례자 소식 : '먹어치우는자 - 아이그림'이라고 불리우는 악마가 언데드 군대를 이끌고 펜도르를 침공중입니다! 중립영웅 발견!
qstr__Word_reaches_you_that_a|세계 소식 : 신비로운 마녀 3자매, '세 예언자'가 추종자들을 이끌고 교외지역을 배회하고 있습니다! 중립영웅 발견!
qstr__You_receive_word_fr|여행자 소식 : 이교도가 악마 전사들을 소환하여 군대를 일으켰습니다!
qstr_Inquisition_Patrol|이단심문단 순찰대
qstr_Interrogation_Band|심문 무리
qstr_Inquisition_Missiona|이단심문단 선교사들
qstr_Inquisition_Devoted|이단심문단 헌신자들
qstr_Inquisition_Heathen_|이단심문단 이교도 사냥꾼들
qstr_Inquisition_Crusader|이단심문단 성전사들
qstr_Zealot_Purgers|광신도 정화자들
qstr_Inquisition_Holy_Gua|이단심문단 신성 수호자들
qstr_Heresy_Hunters|이단 사냥꾼들
qstr_Inquisition_Heretic_|이단심문단 사냥꾼들
qstr__Word_reaches_you_that_H|세계 소식 : 신성한 이단심문관 라스무스 데바티카가 군대를 결성해 이교도를 사냥하고 미개한 드'샤르 부족들에게 종교적인 힘을 전파합니다. 중립영웅 발견!
qstr__A_wandering_traveler_|여행자 소식 : 신성한 이단심문단이 군대를 모아 드'샤르 부족에게 성전을 선포했습니다.
qstr__Word_reaches_you_that_Buri|세계 소식 : '찬탈자 - 부릴기'가 토바 근처에서 군대를 일으켰습니다! 중립영웅 발견!
qstr__Word_reaches_you_that_Osw|세계 소식 : '오스왈드 드 플뢰르'가 그의 모든 모험가 부대를 모아 하나의 군대로 편성했습니다!! 중립영웅 발견!
qstr__Word_reaches_you_that_Bor|세계 소식 : '큰까마귀 보리스'가 큰까마귀 창의 기사단과 함께 등장했습니다! 중립영웅 발견!
qstr__Word_reaches_you_Me|세계 소식 : '메어간 키어릭'이 그리폰검 모험단과 함께 등장했습니다! 중립영웅 발견!
qstr__Word_reaches_you_that_t|세계 소식 : 문제아라 불리는 '선동꾼 알라릭 공'이 흥청망청하는 탈영병들로 이루어진 작은 군대를 이끌고 살레온 근처를 행진합니다! 중립영웅 발견!
qstr__Word_reaches_you_that_Koda|세계 소식 : '강철검 코단'이 귀족들과 기사를 이끌고 그를 가로막는 모든것들에게 도전장을 내밀었습니다! 중립영웅 발견!
qstr__Word_reaches_you_that_She|세계 소식 : '셰이크 샬라반'이 사막 전사들은 통합하고 드샤르 평원의 거주자들에게 도전합니다. 중립영웅 발견!
qstr__Word_reaches_you_Syla|세계 소식 : 명성이 자자한 제국의 불멸자인 '실라 우자스'가 베테랑 군단병들을 이끌고 야노스 근처에서 반란을 일으켰습니다. 중립영웅 발견!
qstr__You_come_across_a_mo|순례자 소식 : 반스케리의 대족장이 군대를 이끌고 서쪽 해안에 상륙했다는 소식을 전합니다!
qstr__You_overhear_two_yo|여행자 소식 : 농민반란을 이끄는 영웅적인 모험가에 대한 이야기를 들었습니다.
qstr__You_have_the_feelin| 당신은 무언가,누군가가 당신을 보고있다는 것을 느꼈습니다. 당신의 '감지' 기술이 1 증가합니다.
qstr__You_suddenly_realiz| 당신은 갑자기 주변이 깊은 정적에 빠지는 것을 깨달았습니다. 소리의 부재에 귀가 먹은듯 합니다. 당신의 '지도력' 기술이 1 증가합니다.
qstr__Suddenly_you_feel_u| 갑자기 당신은 평소와 다르게 경계심을 느낍니다. 목뒤에 머리카락이 빳빳해집니다. 당신의 '훈련교관' 기술이 1 증가합니다.
qstr__As_if_in_a_daze_you| 당신은 정신이 나간것처럼 기시감을 느끼며 주위를 둘러보았습니다. 당신은 꿈속에서 만난 긴 검은머리에 아몬드 같은 눈을 가진 그녀와의 대화를 떠올려봅니다. 그 대화는 아주 중요합니다. 하지만, 아무리 생각해도 어떤 내용이었는지 기억이 나지 않습니다. 당신의 '전략가' 기술이 1 증가합니다.
qstr__There_is_a_strangel| 이상하게 최면적인 멜로디가 당신의 마음속에서 울려퍼집니다. 전에 이 멜로디를 들었을 때, 당신은 손가락을 그대로 두지 못하고 멜로디는 머리속에 계속해서 울려퍼져 떨쳐 버릴수가 없습니다. 당신은 누군가가 이 중요한 멜로디를 누가 연주 했었는지 떠올려보려 합니다. 당신의 '기계공' 기술이 1 증가합니다.
qstr__You_were_idly_watch| 당신은 하늘에 떠있는 구름의 진형을 보며 어릴 적에 보았던 형태라는 생각을 하며 이상적인 진형이라 생각합니다. 진형은 재바른 기마 궁수가 하늘을 지나 경주를 하는 것처럼 보입니다. 갑자기, 하늘에 있는 궁수가 쏜 듯한 하나의 화살이 땅을 향해 당신에게 떨어집니다. 당신의 '기마궁술' 기술이 1 증가합니다.
qstr__In_the_sound_of_a_g| 세찬 돌풍이 당신에게 말하는듯합지만, 당신은 무슨 뜻인지 알아들을 수 없습니다. 당신은 소리를 듣기 위해 집중하지만, 소리는 점점 희미해져 갑니다. 당신은 그것이 당에게 어떤 이야기를 하려 했다는 것을 알지만, 무슨 의미를 담고 있는지는 알수 없습니다. 당신의 '포로관리' 기술이 1 증가합니다.
qstr__As_you_travel_you_s| 당신은 모험중에 저 멀리 지평선에 당신의 눈을 집중합니다. 그곳엔 뭔가 있습니다. 당신은 재빨리 다가가서 보려하지만 무엇인지 분명하게 보이지는 않습니다. 숲 앞에 있던 신비한 형태의 그것은 이내 번쩍이더니 가버립니다. 당신의 '무기숙련' 기술이 1 증가합니다.
qstr__Last_night_you_drea| 지난밤 당신은 꿈을 꾸었습니다. 당신은 말을 타고 있었고 말을 타는 그 긴 시간동안, 당신은 바람보다 빨랐으며 지치지도 않았습니다. 당신은 그의 목을 구부리고 그의 갈기에 얼굴을 대었습니다. 당신은 그 꿈을 모두 다 기억할수 있었고, 무슨 징조인지 궁금하게 되었습니다. 당신의 '승마술' 기술이 1 증가합니다.
qstr__Carried_by_the_wind| 놀도르의 플루트로 연주된 용기를 복돋워 주는 소리가 바람을 통해 전해지지만, 아무도 보이지 않습니다. 당신이 연주자를 찾게 되면, 그 음악에 완전히 빠져들것이라는 걸 당신은 알고 있습니다. 음악이 끝나버렸습니다. 당신의 '응급처치' 기술이 1 증가합니다.
qstr__A_chill_runs_down_y| 한기가 당신의 척추로 스며들어 당신을 추위에 떨게 합니다. 누군가는 당신의 무덤을 넘어가야 합니다. 당신의 '운동능력' 기술이 1 증가합니다.
qstr__You_have_the_oddest| 당신은 어떤 유령이 당신의 뒤에서 당신의 어깨를 내려다 보는듯한 이상한 기분을 느낍니다. 당신에게 보이는것은 동료들 뿐입니다. 차가운 손이 당신의 뺨을 쓰다듬습니다. 당신의 '재고관리' 기술이 1 증가합니다.
qstr__As_you_travel_somet| 여행중에 뭔가가 수풀에서 번쩍입니다. 당신이 그것을 들어서 살펴보니, 고대의 것이 분명한 기이하게 굽은 단검이었습니다. 당신의 '수술' 기술이 1 증가합니다.
qstr_You_overhear_talk_of| 당신은 아지 다하카의 이름으로 대지를 황폐화시키는 죽음의 교단 약탈자들에 대한 이야기를 들었습니다!
qstr_Questing_Lords|수색중인 영주들
qstr_Errant_Knights|편력 기사들
qstr_Patrolling_Knights|순찰중인 기사들
qstr_Errant_Lords|편력 영주들
qstr_Secular_Knights|세속적인 기사들
qstr_Knight_Company|기사단
qstr_Order_Knights|지시받은 기사들
qstr_Knight_Adventurers|모험중인 기사들
qstr_Questing_Honour_Knig|수색중인 명예로운 기사들
qstr_Loyal_Knights|왕실 기사들
qstr_Questing_Knights|수색중인 기사들
qstr_Lost_Knight_Patrol|길잃은 기사 순찰대
qstr_Clandestine_Patrol|은밀한 순찰대
qstr_Jatu_Black_Hand_Trib|자투 검은손 부족민들
qstr_Jatu_Thunder_Tribe_W|자투 천둥 부족 전사들
qstr_Jatu_Horsemen|자투 기병들
qstr_Jatu_Raiding_Party|자투 약탈 부대
qstr__A_traveling_peddler|여행자 소식 : 자투 부족들이 연합해 강력한 군대를 일으켰다고, 지나가던 여행자가 전해줍니다!
qstr__A_traveling_peddler_|여행자 소식 : 자투 부족들이 연합해, '파괴자 크'주다'의 이름으로 강력한 군대를 일으켰다고, 지나가던 여행자가 전해줍니다! 중립영웅 발견!
qstr__A_traveling_peddler_h|여행자 소식 : 자투 부족들이 연합해, '전쟁군주 줄카'의 이름으로 강력한 군대를 일으켰다고, 지나가던 여행자가 전해줍니다! 중립영웅 발견!
qstr_Mystmountain_Raiders|신비산 습격자들
qstr_Blackroot_Clan_Warri|검은뿌리 부족 전사들
qstr_Blood_Valley_Clan_Ra|피의 계곡 부족 습격자들
qstr_Snow_Wolf_Clan_Warri|설원늑대 부족 전사들
qstr_Bear_Tooth_Clan_Raid|곰이빨 부족 습격자들
qstr_A_farmer_hails_you_a|농부 소식 : 신비산 부족들이 강력한 영웅하에 연합해 펜도르를 침공하고 있다고, 농부가 소식을 전해주었습니다!
qstr_A_farmer_hails_you_an|농부 소식 : 신비산 부족들이 '학살자 울프보드'의 이름아래 연합해 펜도르를 침공하고 있다고, 농부가 소식을 전해주었습니다! 중립영웅 발견!
qstr_Jarl_Haggar_Three_Fi|야를 "세손가락" 하가르의 반스케리 습격자들
qstr_Jarl_Hrolf_Ironbreek|야를 "강철바지" 흐롤프의 습격자들
qstr_Jarl_Ivan_the_Bersar|야를 "광전사" 이반의 피의 습격자들
qstr_Jarl_Thon_Redsword_s|야를 "붉은검" 톤의 반스케리 습격자들
qstr_Jarl_Ragnar_the_Drag|야를 "드래곤" 라그나르의 광전사들
qstr_Jarl_Gunder_Goldtoot|야를 "금니" 군더의 죽음의 습격자들
qstr_Queen_Agnus_One_eye_|여왕 "애꾸눈" 아그누스의 악녀 약탈자들
qstr_Vanskerry_Raiders|반스케리 습격자들
qstr_Noldor_House_of_Aeld|놀도르 아엘다리언 가문의 순찰자들
qstr_Noldor_House_of_Ithi|놀도르 이실란디르 가문의 정찰병들
qstr_Noldor_House_of_Cael|놀도르 켈바니르 가문의 순찰자들
qstr_Noldor_House_of_Faer|놀도르 페르그사니르 가문의 전사들
qstr_Noldor_Rangers|놀도르 순찰자들
qstr_Noldor_Patrol|놀도르 정찰자들
qstr__You_receive_word_fro|여행자 소식 : 놀도르 영주인 '아엘다리언'이 라리아 숲을 침입한 인간들을 척살하기 위해 강력한 군대를 조직했다고, 지나가던 여행자가 전해줍니다. 중립영웅 발견!
qstr__You_receive_word_from|여행자 소식 : 놀도르 영주인 '이실란디르'가 자투부족들을 초원으로 몰아내기 위해 강력한 군대를 조직했다고, 지나가던 여행자가 전해줍니다. 중립영웅 발견!
qstr_Sarleon|살레온
qstr_Ravenstern|레이븐스턴
qstr_D_Shar|드'샤르
qstr_Fierdsvain|파이어즈베인
qstr_Baccus|바쿠스
qstr_Red_Fletcher_Hunting|붉은 화살제조장 사냥꾼들
qstr_Order_of_the_Boar_Ou|무법 멧돼지 기사 불한당
qstr_Outlaw_Order_of_the_|무법 올빼미 기사단
qstr_House_of_Morgan_Rene|모르간 가문의 변절자들
qstr_Outlaw_Merchant_Hous|펠린 가문의 무법광들
qstr_Outlaw_Melitine_Adve|멜리틴 무법 모험가들
qstr_Deathwind_Renegades|죽음바람 변절자들
qstr_Renegade_Omen_Seeker|징조 탐구자 변절자들
qstr_Outlaw_Skyblade_Assa|하늘칼날 무법 암살자들
qstr_Disgraced_Zelshai_Re|실각한 젤샤이 변절 부족원들
qstr_Outlaw_Barclay_Noble|바클레이 무법 귀족들
qstr_Vecavian_Slavers|베카비안 노예상들
qstr_First_Blood_Hunting_|선제공격 사냥꾼 부대
qstr_Outlaw_Heretic_Svarg|스바르게온 귀족출신 무법 이교도들
qstr_Outlaw_Iceguard_Rang|무법 얼음수호 수색대
qstr_Renegade_Ravenstern_|레이븐스턴 혼혈 기사 변절자들
qstr_Outlaw_Knights_of_th|무법 매 기사들
qstr_Outlaw_Snow_Lion_Kni|무법 눈사자 기사들
qstr_Renegades_of_House_B|브리나크 가문의 변절자들
qstr_Ebony_Knights_Huntin|흑단 기사 사냥 간부들
qstr_House_Gnaeus_Outlaw_|그나에우스 가문의 무법 기사들
qstr_Renegade_Centurions_|강철의 원 백인대장 변절자들
qstr_Outlaw_Merchant_House|에토스의 개를 고문하는 악랄한 마니우스의 무법광들
qstr_Escaped_Gladiators.|탈영 검투사들
qstr_Red_Brotherhood_Elve|붉은형제단 엘프 노예 마차
qstr_Ebony_Gauntlet_Priso|흑단 장갑의 죄수 행렬
qstr_Grave_Robber_Corpse_|공동묘지 도굴꾼 마차
qstr_Outlawed_Adventure_C|무법자 모험단
qstr_Renegade_Adventure_C|변절자 모험단
qstr_Treasure_Seekers|보물 탐색단
qstr_Treasure_Hunters|보물 사냥꾼들
qstr_Adventure_Company|모험단
qstr_Bounty_Hunter_Advent|현상금 사냥 모험단
qstr__Word_reaches_you_a_|세계 소식 : 바클레이 제국으로부터 건너온 대규모 무법자 전투단(루피오 빈센트)이 교외 지역에 도착하여 배회하고 있습니다. 중립영웅 발견!
qstr__Word_reaches_you_Ob|세계 소식 : 예전에 바클레이제국 장군이였던 '오브리스트 하인리히'가 메텐하임에서 그의 군대을 앞세워 펜도르에 상륙했습니다. 중립영웅 발견!
qstr__Word_reaches_you_Th|세계 소식 : 베카비아로부터 변절 마녀사냥 부대(베랑트 크루스)가 베카비아 반역자들을 처단하기 위해서 펜도르에 상륙했습니다. 중립영웅 발견!
qstr__Word_reaches_you_Se|세계 소식 : 멜리틴 제국의 '변방의 왕 카스팍스'가 그의 군대를 이끌고 예상치 못하게 펜도르에 상륙했습니다. 중립영웅 발견!
qstr_Singalian_Warband|싱갈족 전쟁부대
qstr_Singalian_Temptress_|싱갈족 요부 순찰대
qstr_Mountain_Outlaws|산적들
qstr_Mystmountain_Outcast|신비산 낙오자들
qstr_Renegade_Mountain_Me|이탈한 산악인들
qstr_Mountain_Hermits|산속의 은둔자들
qstr_Forest_Outlaws|추방된 숲도적들
qstr_Brigands|불한당
qstr_Robbers|강도들
qstr_Desperate_Highwaymen|발악하는 노상강도들
qstr_Highwaymen|노상강도들
qstr_Forest_Bandits|숲속 도적들
qstr_Forest_Robbers|숲속 강도들
qstr_Thieves|도둑들
qstr_D_Shar_Yusafzai_Raid|드'샤르 유사프자이 습격자들
qstr_D_Shar_Afridi_Warrio|드'샤르 아프라이디 습격자들
qstr_D_Shar_Turkmani_Ride|드'샤르 투르크마니 습격자들
qstr_D_Shar_Pathani_Tribe|드'샤르 파사니 부족 습격자들
qstr_D_Shar_Pansjiri_Warr|드'샤르 판스지리 전사들
qstr__Yusafzai_Omen_Seeke|유사프자이 징조 탐구자들
qstr_Death_Seekers|죽음의 탐구자들
qstr_D_Shar_Pansjiri_Omen|드'샤르 판스지리 징조 탐구자들
qstr_D_Shar_Raiders|드'샤르 습격자들
qstr_Desperate_Outcasts|발악하는 낙오자들
qstr_Foraging_Looters|밀렵꾼들
qstr_Hungry_Bandits|굶주린 도적들
qstr_Desperate_Dirt_Bandi|발악하는 먼지 도적들
qstr_Angry_Outcasts|화난 낙오자들
qstr_Desperate_Refugees|절박한 난민들
qstr_Rabble|폭도무리
qstr_Hungry_Refugees|굶주린 난민들
qstr_Angry_Peasants|화난 농부들
qstr_Red_Brotherhood_Hunt|붉은형제단 사냥꾼들
qstr_Barclay_Assassins|바클레이 암살자들
qstr_Murdering_Outlaw|살인하는 무법자들
qstr_Murdering_Arsonist|살인하는 방화범들
qstr_Murdering_Barclay_No|살인하는 바클레이 귀족들
qstr_Hired_Hunters|고용된 사냥꾼들
qstr_Hired_Sky_Blade_Assa|고용된 하늘칼날 암살자들
qstr_Hired_Assassins|고용된 암살자들
qstr_Red_Brotherhood_Kill|붉은형제단 살인청부업자들
