xstr_no_string|NO STRING!
str_retirement_text_4|You finally realize you are tired of war, and retire to the village of {s7}, which you once freed from bandits. The grateful villagers accept you as one of their own, and you make your living training the village militia and do a bit of farming. You marry a village {reg63?lass:lad} and raise a flock of sturdy peasant children who never tire of your tales of the battles you fought and the enemies you vanquished. You shout angrily at your oldest son, who wants to become a soldier. You end your days a respected village Elder, content with the peace and family you found in {s7}.
str_retirement_text_5|What once seemed a vast sum of denars evaporates quickly, but you have enough left of your loot to purchase a tavern in {s9}. You smile to recall that you have purchased this same inn twice, as you once paid a handsome sum to the former innkeeper for damages your men did to this very tavern. The men of the {s9} garrison patronize your tavern and enjoy hearing your tales of victorious battles against overwhelming odds though they take them with a grain of salt. Your profits grow, and you expand your premises to include a banquet and wedding hall. Your inn is famous all over Pendor, and you are now a more successful host than you ever were a {s13}.
str_retirement_text_6|As you fought over the length and breadth of Pendor, as a {s13} you traded between towns and villages, and found you had a good head for business. You have battled many foes,{s15} and invested your profits with a trader in {s9}, whose caravans you once escorted. You now own several warehouses in {s9}, your caravans traverse Pendor and your ships carry heavy cargoes to and from Barclay. You marry the trader's {reg63?daughter:son} and train up your children as good little merchants. Sometimes over wine, you regale your clients and partner with tales of your days as a soldier, but memories fade. The success of your merchanting dynasty will long outlast your fame as a {s13}.
str_retirement_text_7|Though you came to Pendor a penniless adventurer, your battle successes have made you rich. You own the town of {s9} and prove to be a capable administrator, skilled at delegating while keeping a wary eye on your underlings. Your holdings prosper and pay a fine income because you keep taxes low to encourage investment. Your improvements have paid off and you are a popular {reg63?lord:lady} in Pendor. When you must ride to battle, you feel young again as the clash of weapons stirs your blood. Still, you really prefer hunting to battle and adjudicating trade disputes to fighting wars. You are overall quite content with your lot and don't regret your retirement.
str_retirement_text_8|Though once hailed as the savior prophesied by Madigan, you failed to unite all Pendor under your banner. You are revered as a great Pendorian hero because you fought off many invading armies,{s15} whose wars once tore Pendor apart. Peace pervades Pendor, and you deal with those who disturb it harshly. You are careful to stay on good terms with your vassals and your neighbor kings and are ever vigilant against future threats to Pendor. Not having a taste for administration, you kept {s8} and awarded the rest to your faithful companions and vassals. Sometimes you all get together and speak of the old days, reminiscing about your glorious deeds, but all of you agree that peace is preferable to the constant warfare of your early years in Pendor.
str_retirement_text_9|Though once hailed as the savior prophesied by Madigan, you failed to unite all Pendor under one banner. You fought and defeated huge invading armies,{s15} but did not become the {reg63?king:queen} of all Pendor. Your holdings are vast and you are wealthy beyond your wildest dreams. Lords who once sneered at you now curry your favor because you outrank them and still have the reputation of dealing effectively and fatally with insults. You rule your own holdings with a firm and just hand and rarely think any more of your hand-to-mouth days as a soldier.
str_retirement_text_10|All Pendor lies beneath your hand and you are everywhere hailed as the savior Madigan prophesied would unite the land. You defeated all invading armies, beat back avaricious and power-hungry Lords, and humbled Pendor's so-called Kings. Your slightest wish is a command and your word is absolute law throughout the land. Luckily, you are both fair and just, and never abuse your position. You always remember your humble beginnings, though now every luxury available is yours for the asking. You reward loyalty and swiftly punish wrongdoing and the people love you for it. Still, you know how quickly a throne can be lost, and never relax your vigilance. Sometimes you stand atop your castle and look to the South, wondering what will come next to Pendor.
str_loot_village|무고한 주민들을 공격하기
str_steal_from_villagers|불쌍한 주민들을 약탈하기
str_rob_caravan|상단을 습격
str_sell_slavery|사람을 노예로 팔기
str_men_hungry|식량 고갈
str_men_unpaid|병사의 수당을 지불할 수 없음
str_excessive_casualties|전투마다 우리편으로 피의 바다로 만듬
str_surrender|적에게 항복
str_flee_battle|전투에서 달아남
str_cheat_in_battle|전투에서 치트를 사용했습니다. 경고!
str_pay_bandits|일반적인 도적들에게 돈을 지불함
str_fail_quest|명예롭게 맡은 퀘스트를 실패함
str_squander_money|믿고 준 돈을 탕진함
str_murder_merchant|피도 눈물도 없는 살인에 참여함
str_round_up_serfs|귀족들의 이익을 위해 노예를 모음
str_battle_fate_1|전쟁의 열기에서 떨어짐
str_battle_fate_2|부상을 당했고, 빈사상태로 버려짐
str_battle_fate_3|적에 의해 정신을 잃고 쓰러짐
str_battle_fate_4|몸값을 받아서 가지고 있음
str_battle_fate_5|붙잡혔지만 나중에 도망침
str_npc_morale_report|당신이 동료를 선택하는 방식에 {s6}합니다.^당신의 지휘 방식에는 {s7}합니다.^전반적으로 {s8}합니다.
str_happy|행복해 
str_content|만족
str_concerned|걱정
str_not_happy|불만족
str_miserable|끔직해 
str_morale_reg1| 사기 : {reg1}
str_bar_enthusiastic|                   열광적
str_bar_content|              만족
str_bar_weary|          지루함
str_bar_disgruntled|     불만
str_bar_miserable|  끔찍함
str_here_plus_space|here 
str_npc_adonja_intro|응? 나와 이야기 하고 싶어? 한가하게 잡담할 기분이 아니라서 짧게 해줘.
str_npc_leslie_intro|안녕하세요, {reg63?기사님:아가씨}. 보급품의 조달과 분배의 모든 과정이 능숙한 보급관이 필요하지 않으세요?
str_npc_ansen_intro|좋은 날입니다. {reg63?기사님:아가씨}.
str_npc_riva_intro|반가워. 나는 라리아의 검은 늑대 리바. 당연히 내 이름을 들어 본 적 있겠지?
str_npc_kassim_intro|안녕하시오,{reg63?경:아가씨}. 고국에서 멀리 떨어진 외로운 사람과 차 한잔하며 대화하겠소?
str_npc_lethaldiran_intro|안녕하십니까, 인간. 놀도르의 기술이 필요하진 않으십니까?
str_npc_jocelyn_intro|{reg63?경:당신}은 왜 나를 빤히 쳐다봅니까? 이전에 기사를 본적이 없는거요? 여기가 동물원이라고 생각하시오?
str_npc_alistair_intro|내 신경을 달래줄 술이 필요해! 나는 도시 외각에서 죽은 소녀를 봤어. 심장이 가슴에서 파헤쳐져 있었어.
str_npc_rayne_intro|만나서 반갑소, 멋진 {reg63?경:아가씨}. 나와 술 한잔 하시겠소?.
str_npc_julia_intro|거기 안녕하세요? {reg63?경:아가씨}. 저는 이전에 야노스에서 살던 율리아입니다.
str_npc_frederick_intro|안녕하시오, Mijn Commandant! 당신은 펜도르에서 일어나는 전쟁에 관해 아는바가 있습니까?
str_npc_ediz_intro|경의를 표하고 싶소, {reg63?경:아가씨}.
str_npc_sara_intro|반가워요, 대장. 나는 여우같은 사라라고 불려요.
str_npc_donavan_intro|응? 바라는게 뭐야, 임마? 나는 술집의 험담꾼들 때문에 인내심이 바닥 났어.
str_npc_diev_intro|내가 동료를 원했다면 이미 있었을거야. 그러니까 너같은 동료말고.
str_npc_alyssa_intro|안녕하세세요. 혹시 수..숙련된 병사를 찾고 계시..시나요?
str_npc_roland_intro|좋은날이오,{reg63?경:아가씨}. 이러한 상황에서 당신과 친분을 다질 수 있어 기쁘오.
str_npc_kaverra_intro|원하는게 뭡니까?
str_npc_sigismund_intro|아이씨! 원하는게 뭐야, 임마? 슬픔을 곱씹는 사람 귀찮게 하지말고 꺼져! 
str_npc_boadice_intro|좋아. 좋아. 최근에 본 사람들 중에는 가장 전사답군. 나는 내가 충성할 대장을 찾고 있는 중이다. 하지만 아무나 따르진 않지!
str_npc_adonja_intro_response_1|좋아, 그러지. 당신은 일자리를 찾는 전투병으로 보이는군.
str_npc_leslie_intro_response_1|아마도. 당신은 일자리를 구하는 보급관 혹은 상인인가?
str_npc_ansen_intro_response_1|반갑습니다. 당신같은 사람이 이런 장소에서 돌아다니기에는 지위가 있어보이는데.
str_npc_riva_intro_response_1|처음 듣는군. 당신 이름이 뭐라고?
str_npc_kassim_intro_response_1|고맙군요. 나와 차를 마시며 기쁨을 나눌 당신은 어떤 사람이죠? 어떤 사정으로 여기 계신가요?
str_npc_lethaldiran_intro_response_1|그럴지도. 네 사연은 어떤거지?
str_npc_jocelyn_intro_response_1|당신같이 멀쩡해보이는 기사가 선술집에서 일거리를 찾는 이유가 궁금합니다.
str_npc_alistair_intro_response_1|이교도인들이 분명 다시 활동하는군! 개새끼들!
str_npc_rayne_intro_response_1|고맙군요, 기쁘게 응하죠. 당신의 방패에 있는 매 문양은 어디서 유래한 것인가요?
str_npc_julia_intro_response_1|만나서 반가워요, 율리아. 무슨일로 야노스에서 떠난 겁니까?
str_npc_frederick_intro_response_1|펜도르의 전쟁은 고질적이죠. 전국적인 운동 경기처럼 보일 것 같군요.
str_npc_ediz_intro_response_1|당신은 싱갈족 땅에서 멀리 왔군요. 무슨일로 펜도르에 온건가요?
str_npc_sara_intro_response_1|안녕, 사라. 어떻게 여우라는 별명을 얻었지?
str_npc_donavan_intro_response_1|나는 언제나 선술집의 여행자들과 이야기를 나누곤 하지. 새로운 소식을 듣고 싶거든.
str_npc_diev_intro_response_1| 너는 왜 이렇게 무례하고 반사회적이지?
str_npc_alyssa_intro_response_1_|너는 저주받을 사교도 여사제들처럼 말하는군. 네가 아니란걸 믿어야 하나?
str_npc_roland_intro_response_1| 저 역시 당신과 대화할 수 있어 영광입니다 기사님. 당신의 이름을 알려주실 수 있겠습니까?
str_npc_kaverra_intro_response_1|당신이 가진 흥미로운 무기가 궁금해서요. 그런 모양새의 무기를 본적이 없거든요.
str_npc_sigismund_intro_response_1|혼자 마시는건 재미가 없지. 어째서 이 시간에 부대원과 함께하지 않고 술을 마시는거야?
str_npc_boadice_intro_response_1|안녕, 전사 아가씨. 어디서 건너 온거지?
str_npc_adonja_intro_response_2|너 실수한거야. 전혀 함께 이야기하고 싶지 않아.
str_npc_leslie_intro_response_2|아니, 미안하군. 상인 동료는 필요없어서.
str_npc_ansen_intro_response_2|미안하군요. 학문 애호가가 아닌 전투원이 필요해서.
str_npc_riva_intro_response_2|나는 늑대를 좋아하지 않아. 약탈이나 할 것 같은 늑대는 특히 더.
str_npc_kassim_intro_response_2|여기서 시간을 허비한게 후회될 뿐이군.
str_npc_lethaldiran_intro_response_2|꺼져, 놀도르 새끼야, 난 바빠.
str_npc_jocelyn_intro_response_2|나는 원래 무례한 기사를 빤히 쳐다보거든. 좋은 날 돼.
str_npc_alistair_intro_response_2|그래서 소녀의 죽음에 대해 무엇을 알지? 대답해! 교활해 보여서 말이야.
str_npc_rayne_intro_response_2|기사님의 호의는 감사합니다만, 사양하겠습니다.
str_npc_julia_intro_response_2|만나서 반갑습니다. 하지만 지금 이야기를 나누기에는 제가 너무 바쁘군요.
str_npc_frederick_intro_response_2|내가 아는 것들은 다른사람들이 다 아는 것뿐이오. 펜도르는 지속적인 전쟁에 몸살을 앓고 있지.
str_npc_ediz_intro_response_2|대화는 여기까지. 나는 다른 약속이 있어서...
str_npc_sara_intro_response_2|재밌는 이름이군, 사라. 하지만 나는 이야기를 나눌 시간이 없어.
str_npc_donavan_intro_response_2|아무것도 아니야. 미안하군.
str_npc_diev_intro_response_2|내 부대에 무례한자는 필요없어. 잘있어.
str_npc_alyssa_intro_response_2|조용히 해! 나는 사교도가 싫다고!
str_npc_roland_intro_response_2|만나서 영광입니다. 기사님. 하지만 저는 제 부대로 돌아가야 됩니다.
str_npc_kaverra_intro_response_2|흥미로운 무기지만 그것에 대해 이야기할 시간은 없군. 그럼 이만.
str_npc_sigismund_intro_response_2|이야기 하는것을 그다지 좋아하지는 않는 놈이군. 외로운 술자리를 위해 떠나주지.
str_npc_boadice_intro_response_2|만나서 반가웠어. 네가 입단할 마음에 드는 좋은 대장을 만나길 빌어주지.
str_npc_adonja_backstory_a|나는 바위꼭대기의 아돈자이고, 신비산의 고양이발톱이라는 멋진 습격 부족에서 왔어. 나는 한때 우리 부족이 '베조비즈(신비산의 신)'가 가장 축복하는 부족이라 생각했어. 아버지는 내게 전투와 약탈을 가르쳐준 최고의 족장이시지.
str_npc_leslie_backstory_a|우선 저는 상인이고 이름은 레슬리입니다. 슬픈 사건으로인해 약간의 여비만 남았고 집으로 돌아갈 방법이 없어 여기서 오도가도 못 하게 되었어요.
str_npc_ansen_backstory_a|나는 머물곳이 없고 왜인지 말해주죠! 그건 그렇고 내 이름은 안센입니다. 만나서 반가워요.
str_npc_riva_backstory_a|정말 내 이름을 몰라? 아! 그러고 보니 당신 펜도르 사람이 아니구나? 이방인이라면 나를 모를 수도 있지. 이해가 가네.
str_npc_kassim_backstory_a|나는 잠쉬드의 아들이자 바흐만의 손자이며 높은 시험을 치룬 드'샤르의 혈통, 카심입니다. 당신은 내가 왜 집에서 멀리 나왔는지 궁금합니까?
str_npc_lethaldiran_backstory_a|제 자신을 소개해드리죠. 저는 레살다이란. 한 때는 이실란디르 가문이였지만 지금은 추방당했죠. 당신에게는 놀도르인이 선술집에서 일을 찾는게 이상해 보일지도 모릅니다. 하지만 나는 불행하게도 인간 세상에서 떠돌고 있습니다.
