qstr_Next_Page|다음 페이지
qstr_This_quest_has_been_s|이 퀘스트는 성공적으로 완료되었습니다. 보상을 청구하려면 {s59}와 (와) 대화하십시오.
qstr_This_quest_has_faile|이 퀘스트는 실패했습니다. 상황을 설명하려면 {s59}와 대화하십시오.
qstr_At_the_time_quest_wa|퀘스트를 받았을 때 : ^ {s1}
qstr_{s5}_has_a_strength_|{s5}의 힘은 총 {reg1} 명입니다.
qstr_The_last_time_you_sa|{reg1? her : him}, {s1}을 마지막으로 본 시간
qstr_The_last_time_you_he|{reg1? her : him}, {s1}에 대해 마지막으로 들었을 때
qstr_Current_garrison_con|현재 주둔군은 {reg5} 남성으로 구성되어 있습니다. ^ {reg6} 일 동안 식량 재고가 있습니다.
qstr_Impoverished|빈곤
qstr_Extremely_Poor|매우 나쁨
qstr_Very_Poor|매우 가난한
qstr_Poor|가난한
qstr_Very_Neglected|매우 무시
qstr_Neglected|소홀히
qstr_Below_Average|평균 이하
qstr_Average|평균
qstr_Above_Average|평균 이상
qstr_Prosperous|번영
qstr_Wealthy|풍부한
qstr_Rich|풍부한
qstr_Opulent|풍부한
qstr_Loyal|충성스러운
qstr_Devoted|저주 받은
qstr_Fond|다정한
qstr_Gracious|공손한
qstr_Friendly|친한
qstr_Supportive|지지하는
qstr_Favorable|유리한
qstr_Cooperative|협력적인
qstr_Accepting|수락
qstr_Indifferent|무관심한
qstr_Wary|조심성 있는
qstr_Suspicious|의심 많은
qstr_Hostile|적의
qstr_Resentful|분개
qstr_Angry|성난
qstr_Hateful|증오
qstr_Revengeful|복수
qstr_Vengeful|복수
qstr_{s1}_Militia_Patrol|{s1} 민병대 순찰
qstr_Red_Brotherhood_from|{s1}의 빨간 형제애
qstr_Red_Brotherhood_Thie|빨간 형제애 도둑
qstr_Rogue_Red_Brotherhoo|불량 레드 형제애 무법자
qstr_Red_Brotherhood_Slav|레드 브라더 후드 노예
qstr_Singalian_Slavers|싱 갈리 안 노예
qstr_Singalian_Raiders|싱갈 리언 해적
qstr_Rogue_Singalian_Slav|불량 Singalian 노예
qstr_Singalian_Hunters|싱 갈리 안 헌터
qstr_Snake_Cult_Patrol|스네이크 컬트 패트롤
qstr_Snake_Worshipers|뱀 숭배자
qstr_Serpent_Coven|뱀 코벤
qstr_Snake_Cult_Killers|뱀 컬트 킬러
qstr_Snake_Cult_Virgin_Hu|뱀 컬트 버진 헌터
qstr_Snake_Cult_Kidnapper|뱀 컬트 납치범
qstr_Snake_Cult_Warband|스네이크 컬트 워 밴드
qstr_Snake_Cult_Doomrider|뱀 컬트 파멸 자
qstr_Serpent_High_Prieste|뱀 대제사장 경비
qstr_Snake_Cult_Raiders|뱀 컬트 해적
qstr__A_wandering_travele|방황하는 여행자는 Maltise와 Dread Legion이 Cez 근처에 착륙하여 Pendor를 침공하고 있다고 알려줍니다!
qstr__A_wandering_traveler|방황하는 여행자는 뱀 여신의 숭배자들이 세즈 근처에 군대를 착륙하여 펜 도르에 침입하고 있다고 알려줍니다!
qstr_Heretic_Coven|이단 언약
qstr_Demon_Worshippers|악마 숭배자
qstr_Black_Coven|검은 코벤
qstr_Death_Cult|데스 컬트
qstr_Heretic_Virgin_Hunte|이단 처녀 헌터
qstr_Heretic_Sacrifice_Ki|이단 희생 납치범
qstr__You_come_across_a_m|당신은 순례자에서 승려를 만나게됩니다. 포식자 아이 그림이라는 강력한 악마 전사가 언데드 군대와 함께 펜 도르에 침입하고 있습니다!
qstr__Word_reaches_you_that_a|신비한 마녀 트리오가 추종자들과 함께 시골을 돌아 다니고 있다는 소식이 전해진다!
qstr__You_receive_word_fr|당신은 Heretics가 악마 전사를 소환하고 군대를 키웠다는 여행자로부터 소식을받습니다!
qstr_Inquisition_Patrol|심문 순찰
qstr_Interrogation_Band|심문 밴드
qstr_Inquisition_Missiona|인퀴 지션 선교사
qstr_Inquisition_Devoted|심문 헌신
qstr_Inquisition_Heathen_|종교 재판 이교도 사냥꾼
qstr_Inquisition_Crusader|심문 성전사
qstr_Zealot_Purgers|질럿 퍼거
qstr_Inquisition_Holy_Gua|심문 성스러운 경비병
qstr_Heresy_Hunters|이단 사냥꾼
qstr_Inquisition_Heretic_|심문 이단 사냥꾼
qstr__Word_reaches_you_that_H|종교 재판관 라스무스 데바 티카는 군대를 조직하여 이단자를 사냥하고 그의 종교적 힘을 문명화되지 않은 다르 샤 부족에게 전했습니다.
qstr__A_wandering_traveler_|방황하는 여행자는 신성 종교 재판소가 군대를 모아서 D' Shar 부족에 대한 성전을 시작했다고 알려줍니다.
qstr__Word_reaches_you_that_Buri|Usurper Burilgi가 Torbah 근처에 군대를 모았다는 소식이 전합니다.
qstr__Word_reaches_you_that_Osw|Oswald de Fleur가 모든 모험 회사를 모아 단일 군대를 구성했다는 소식을 전합니다.
qstr__Word_reaches_you_that_Bor|Boris the Raven이 Raven Spear Knights 회사를 모았다는 소식이 전합니다.
qstr__Word_reaches_you_Me|Meregan Kierlic이 Griffonsword Adventuring Company를 한자리에 모았습니다!
qstr__Word_reaches_you_that_t|Sarale을 중심으로 술취한 반란의 상태에서 작은 사막의 군대를 행진하는 Aaleic Von Brouhaha라는 무료 에일, 훌륭한 엔터테인먼트 및 말썽꾼이 있습니다.
qstr__Word_reaches_you_that_Koda|코단 아이언 소드가 귀족과 기사를 모아 자신의 길을 건너는 사람에게 도전한다는 소식을 전합니다!
qstr__Word_reaches_you_that_Sh|Sheik Shalavan이 사막 전사들을 단결시켜 D' Shar Steppes의 도시 거주자들에게 도전했습니다.
qstr__Word_reaches_you_Syla|유명한 제국의 불멸 전사 인 실라 우자 (Syla Uzas)가 작은 베테랑 군단병을 모아 야노스 근처에서 반란을 불러 일으켰습니다.
qstr__You_come_across_a_mo|Vanskerry의 챔피언 Jarl이 서부 해안에 군대를 착륙 시켰다는 순례에서 승려를 만나게됩니다!
qstr__You_overhear_two_yo|농민 반란을 이끄는 영웅 모험가에 대해 이야기하는 두 명의 젊은 농부들이 들었습니다!
qstr__You_have_the_feelin|당신은 누군가 또는 무언가가 당신을보고 있다는 느낌을 가지고 있습니다. 스포팅 스킬이 1 증가했습니다.
qstr__You_suddenly_realiz|당신은 갑자기 당신을 둘러싼 침묵이 있다는 것을 깨달았습니다. 소리가 안 들리는 것 같습니다. 당신의 리더십 스킬이 1 증가했습니다.
qstr__Suddenly_you_feel_u|갑자기 당신은 비정상적으로 경고를 느끼고 목 뒤의 머리카락이 끝에 서 있습니다! 훈련 기술이 1 증가했습니다.
qstr__As_if_in_a_daze_you|멍청한 것처럼, 당신은 deja-vu 감각으로 당신 주위를 둘러보고, 당신이 한때 당신이 한때 긴 검은 머리카락과 아몬드 눈을 가진 여자와 대화를 나누었던 꿈을 떠 올립니다. 대화는 중요했지만, 시도한대로 말한 내용을 기억할 수 없습니다. 전술 기술이 1 증가했습니다.
qstr__There_is_a_strangel|당신의 마음 속에 이상한 최면 멜로디가 연주됩니다. 손가락을 언제 어디서나 들었을 때 소리를 낼 수는 없지만 계속 반복해서 재생되므로 머리에서 손을 get 수 없습니다. 연주 한 사람을 기억할 수 있다면 곡의 중요성이 중요하다는 느낌이 듭니다. 공학 기술이 1 증가했습니다.
qstr__You_were_idly_watch|어렸을 때와 마찬가지로 하늘에서 구름이 형성되는 모습을 보면서 구름 속의 모양과 얼굴을보고있었습니다. 한 가지 형태는 하늘을 가로 질러 경주하는 함대 말 궁수의 형태 인 것 같습니다. 갑자기 화살이 땅에 닿아 하늘의 궁수에게서 쏜 것처럼 보입니다. 말 양궁 스킬이 1 증가했습니다.
qstr__In_the_sound_of_a_g|돌풍의 소리에서 당신은 목소리를 듣지만 그들이 말하는 것을 알아낼 수는 없습니다. 당신은 들으려고 긴장하지만 목소리는 사라집니다. 그들이 당신에게 무언가를 말하려고했지만 메시지를 만들 수 없다는 것을 알고 있습니다. 포로 관리 기술이 1 증가했습니다.
qstr__As_you_travel_you_s|여행 할 때 먼 수평선을 향해 눈을 돌리십시오. 뭔가있다; 당신은 멀리 떨어져 운동을 할 수 있지만 명확하게 볼 수 없습니다. 안개가 자욱한 형태가 나무 앞에서 잠깐 깜빡이고 사라졌습니다. 무기 마스터 스킬이 1 증가했습니다.
qstr__Last_night_you_drea|어젯밤 당신은 당신이 영원을 타더라도 피곤하지 않은 바람보다 더 빨리 말을 타기를 꿈꿨습니다. 목을 굽히고 갈기가 얼굴에 부딪쳤다. 당신은 꿈을 완벽하게 기억하고 그것이 무엇을 묘사하는지 궁금합니다. 탑승 기술이 1 증가했습니다.
qstr__Carried_by_the_wind|바람에 의해 운반되는 Noldor 플루트에서 연주되는 쾌활한 소리가 귀에 들리지만 눈에 띄는 사람은 없습니다. 음악가를 찾을 수 있다면 음악에 완전히 매료 될 것입니다. 보시면 음악이 끝납니다. 응급 처치 기술이 1 증가했습니다.
qstr__A_chill_runs_down_y|오한이 척추 아래로 떨어지면 떨립니다. 누군가 당신의 미래 무덤을 걸어야합니다. 운동 기술이 1 증가했습니다.
qstr__You_have_the_oddest|당신은 유령 같은 것이 뒤에 있다는 느낌이 들며 어깨 너머로 계속 바라보고 있습니다. 당신이 보는 것은 당신을 따르는 사람들입니다. 차가운 손은 뺨을 닦습니다. 재고 관리 기술이 1 씩 증가했습니다.
qstr__As_you_travel_somet|여행하면서 잔디에 무언가가 번쩍입니다. 당신은 그것을 집어 들고 그것이 고대 고대의 호기심이 곡선 된 단검임을 알 수 있습니다. 수술 기술이 1 증가했습니다.
qstr_You_overhear_talk_of|아지 다 하카 (Azi Dahaka)라는 이름으로 땅을 황폐화시키는 죽음의 컬트 약탈자들에 대한 이야기를 들었습니다!
qstr_Questing_Lords|퀘스트로드
qstr_Errant_Knights|잘못된 기사
qstr_Patrolling_Knights|순찰 기사
qstr_Errant_Lords|잘못된 군주
qstr_Secular_Knights|세속 기사
qstr_Knight_Company|기사 회사
qstr_Order_Knights|주문 기사
qstr_Knight_Adventurers|나이트 모험가
qstr_Questing_Honour_Knig|퀘스트 명예 기사
qstr_Loyal_Knights|충성스러운 기사
qstr_Questing_Knights|퀘스트 기사
qstr_Lost_Knight_Patrol|잃어버린 기사 순찰
qstr_Clandestine_Patrol|비밀 순찰
qstr_Jatu_Black_Hand_Trib|자투 블랙 핸드 부족
qstr_Jatu_Thunder_Tribe_W|Jatu 썬더 부족 전사
qstr_Jatu_Horsemen|자투 호스 맨
qstr_Jatu_Raiding_Party|자투 레이 딩 파티
qstr__A_traveling_peddler|여행하는 꼬마가 당신을 환영하고 Jatu 부족이 힘을 합쳐 군대를 형성했다는 소식을 알려줍니다!
qstr__A_traveling_peddler_|여행하는 꼬마가 당신을 환영하고 Jatu 부족이 Ravager K'Juda 아래에 연합했다는 소식을 알려줍니다!
qstr__A_traveling_peddler_h|여행하는 꼬마가 당신을 환영하며, 자투 부족이 군벌 줄 카와 연합했다는 소식을 알려줍니다!
qstr_Mystmountain_Raiders|미스트 마운틴 해적
qstr_Blackroot_Clan_Warri|검은 뿌리 부족 전사
qstr_Blood_Valley_Clan_Ra|블러드 밸리 일족 해적
qstr_Snow_Wolf_Clan_Warri|눈 늑대 클랜 전사
qstr_Bear_Tooth_Clan_Raid|곰 이빨 일족 해적
qstr_A_farmer_hails_you_a|농부가 당신을 환영하고 당신에게 Mystmountain 부족이 강력한 영웅 아래 연합하여 Pendor를 침략하고 있다는 소식을 알려줍니다!
qstr_A_farmer_hails_you_an|농부가 당신을 환영하고 당신에게 미스트 마운틴 부족들이 슬레이어 울프 보이드 아래 연합하여 펜 도르를 침략하고 있다는 소식을 전합니다!
qstr_Jarl_Haggar_Three_Fi|Jarl Haggar Three Finger 's Vanskerry Raiders
qstr_Jarl_Hrolf_Ironbreek|자렐 롤프 아이언 브리 크스 해적
qstr_Jarl_Ivan_the_Bersar|자르 이반 더 베르 사크의 혈액 침입자
qstr_Jarl_Thon_Redsword_s|자렐 톤 레드 소드의 반스 케리 해적
qstr_Jarl_Ragnar_the_Drag|용의 광전사 자랄 라그나
qstr_Jarl_Gunder_Goldtoot|자일 건더 골드 투스의 죽음의 해적
qstr_Queen_Agnus_One_eye_|아그 누스 여왕 한쪽 눈의 사악한 프리 부츠
qstr_Vanskerry_Raiders|반스 케리 해적
qstr_Noldor_House_of_Aeld|Noldor House of Aeldarian Rangers
qstr_Noldor_House_of_Ithi|이돌란 드르 스카우트의 집
qstr_Noldor_House_of_Cael|칼도 니르 Noldor 하우스 레인저스
qstr_Noldor_House_of_Faer|Noldor House of Faergwethanir 전사
qstr_Noldor_Rangers|놀 도르 레인저스
qstr_Noldor_Patrol|Noldor 순찰
qstr__You_receive_word_fro|당신은 Noldor 군주 Aeldarian이 큰 군대를 모아 Laria의 숲에 들어가기 위해 감히 모든 인간을 공격하고 있다는 여행자로부터 소식을 받았습니다!
qstr__You_receive_word_from|Noldor 군주 Ithilrandir가 큰 군대를 모아 Jatu를 다시 대초원으로 몰고 가고 있다는 여행자로부터 당신에게 소식을 전합니다!
qstr_Sarleon|사 레온
qstr_Eastern|동부
qstr_Ravenstern|까마귀
qstr_Northern|북부 사투리
qstr_D_Shar|다샤
qstr_Foreign|외국
qstr_Fierdsvain|피어스 바인
qstr_Western|서부 사람
qstr_Baccus|바커스
qstr_Southern|남부 지방 사투리
qstr_Red_Fletcher_Hunting|레드 플레처 헌팅 파티
qstr_Order_of_the_Boar_Ou|멧돼지 무법자의 명령
qstr_Outlaw_Order_of_the_|올빼미 기사의 무법자 명령
qstr_House_of_Morgan_Rene|Morgan Renegades의 집
qstr_Outlaw_Merchant_Hous|펠린의 무법자 상인 집
qstr_Outlaw_Melitine_Adve|무법자 멜리 틴 모험가
qstr_Deathwind_Renegades|데스 윈드 레네가 데스
qstr_Renegade_Omen_Seeker|레니게이드 징조
qstr_Outlaw_Skyblade_Assa|무법자 하늘 칼날 암살자
qstr_Disgraced_Zelshai_Re|수치스러운 젤 하이 레니게이드 부족
qstr_Outlaw_Barclay_Noble|무법자 바클레이 귀족
qstr_Veccavian_Slavers|베카 비안 노예
qstr_First_Blood_Hunting_|첫 헌팅 파티
qstr_Outlaw_Heretic_Svarg|무법자 이단 스 바르 전 귀족
qstr_Outlaw_Iceguard_Rang|무법자 아이스 가드 레인저스
qstr_Renegade_Ravenstern_|레니게이드 까마귀
qstr_Outlaw_Knights_of_th|팔콘의 무법자 기사
qstr_Outlaw_Snow_Lion_Kni|무법자 눈 사자 기사
qstr_Renegades_of_House_B|집 Breathnach의 Renegades
qstr_Ebony_Knights_Huntin|흑단 기사 사냥 간부
qstr_House_Gnaeus_Outlaw_|집 Gnaeus 무법자 기사
qstr_Renegade_Centurions_|철권의 레네 게이드 백부장
qstr_Outlaw_Merchant_House|무법자 상인 매니 우스의 집 (타락한 개 고문)
qstr_Escaped_Gladiators|탈출 한 검투사
qstr_Red_Brotherhood_Elve|레드 브라더 후드 엘프 노예 카라반
qstr_Ebony_Gauntlet_Priso|흑단 건틀릿 포로 기차
qstr_Grave_Robber_Corpse_|무덤 강도 시체 캐러밴
qstr_Outlawed_Adventure_C|무법자 모험 회사
qstr_Renegade_Adventure_C|레니게이드 어드벤처 컴퍼니
qstr_Treasure_Seekers|보물 찾는 사람
qstr_Treasure_Hunters|보물 사냥꾼
qstr_Adventure_Company|모험 회사
qstr_Bounty_Hunter_Advent|현상금 사냥꾼 모험 회사
qstr__Word_reaches_you_a_|바클레이로부터 큰 무법자 군단이 도착하여 시골에 쓰레기를 버린다.
qstr__Word_reaches_you_Ob|Mettenheim의 전 Barclay Empire 장군 인 Obrist Heynrich는 대군 장 머리에 Pendor에 상륙했습니다.
qstr__Word_reaches_you_Th|Renegade Witch Hunt가 Veccavia에서 도착하여 왕실 도망자를 찾고 있습니다.
qstr__Word_reaches_you_Se|Melitine Empire의 Sebastokrator Kaspax가 대군 장의 머리에 펜 도르에 예기치 않게 착륙했습니다.
qstr_Singalian_Warband|싱 갈리 안 워 밴드
qstr_Singalian_Temptress_|Singalian Temptress Patrol
qstr_Mountain_Outlaws|산 무법자
qstr_Mystmountain_Outcast|미스트 마운틴 추방자
qstr_Renegade_Mountain_Me|레니게이드 마운틴 맨
qstr_Mountain_Hermits|산 은둔
qstr_Forest_Outlaws|산림 무법자
qstr_Brigands|여단
qstr_Robbers|강도
qstr_Desperate_Highwaymen|위기의 고속도로
qstr_Highwaymen|고속도로
qstr_Forest_Bandits|산림 도둑
qstr_Forest_Robbers|산림 강도
qstr_Thieves|도둑들
qstr_D_Shar_Yusafzai_Raid|다샤 유사 프자 해적
qstr_D_Shar_Afridi_Warrio|드 샤르 아프 리디 워리어
qstr_D_Shar_Turkmani_Ride|다샤 르 투르크 마니 라이더
qstr_D_Shar_Pathani_Tribe|D' Shar Pathani 부족 습격 자
qstr_D_Shar_Pansjiri_Warr|다르 샤르 판 지리 전사
qstr__Yusafzai_Omen_Seeke|유사 프자 징조
qstr_Death_Seekers|죽음의 추적자
qstr_D_Shar_Pansjiri_Omen|D' Shar Pansjiri 징조
qstr_D_Shar_Raiders|다샤 르 해적
qstr_Desperate_Outcasts|절박한 추방자
qstr_Foraging_Looters|약탈자
qstr_Hungry_Bandits|배고픈 도둑
qstr_Desperate_Dirt_Bandi|위기의 도둑
qstr_Angry_Outcasts|화난 추방자
qstr_Desperate_Refugees|위기의 난민
qstr_Rabble|래블
qstr_Hungry_Refugees|배고픈 난민
qstr_Angry_Peasants|화난 농민
qstr_Red_Brotherhood_Hunt|레드 브라더 후드 헌터
qstr_Barclay_Assassins|바클레이 암살자
qstr_Murdering_Outlaw|살인 무법자
qstr_Murdering_Arsonist|살인 방화범
qstr_Murdering_Barclay_No|살인 바클레이 귀족
qstr_Hired_Hunters|고용 된 헌터
qstr_Hired_Sky_Blade_Assa|스카이 블레이드 암살자 고용
qstr_Hired_Assassins|고용 된 암살자
qstr_Red_Brotherhood_Kill|레드 브라더 후드 킬러
qstr_Mine|나의 것
qstr_A_mine_creates_direc|광산은 탐사 중 발견 된 광물 가치에 따라 직접 수입을 창출하고 번영을 5 증가시킵니다.
qstr_Prospecting|전망
qstr_Hires_and_sends_out_|주변의 광물과 석재를 찾기 위해 탐광 자 그룹을 고용하고 파견합니다.
qstr_Herbalist|채집가
qstr_A_herbalist_helps_th|약초 학자는 지역 사회의 건강을 돕고, 번영을 10 씩, 관계를 5만큼 증가시킵니다.
qstr_Market|시장
qstr_A_market_increases_b|시장은 기본 소득을 50 씩, 번영을 50만큼 증가시킵니다.
qstr_Skilled_Craftsmen|숙련 된 장인
qstr_Skilled_Craftsmen_in|숙련 된 장인은 마을 번영을 20 증가시키고 기본 수입을 100 증가시킵니다. 또한 독립적 인 주간 건물 수리를 허용합니다.
qstr_Manor|장원
qstr_A_manor_lets_you_res|매너는 마을에서 쉬고 번영을 10 증가시키고 기본 수입을 10 증가시킵니다.
qstr_Fish_Pond|연못
qstr_A_fish_pond_increase|연못은 기본 수입을 10 증가시키고 마을 번영을 10 증가시킵니다.
qstr_School|학교
qstr_A_school_increases_t|학교는 매주 마을 주민들의 충성도를 +1 씩 증가시킵니다.
qstr_Watch_Tower|시계탑
qstr_A_watch_tower_lets_t|마을 사람들은 감시탑을 통해 일찍 경보를 울릴 수 있습니다. 적들이 마을을 약탈하는 데 걸리는 시간이 25만큼 증가합니다. 또한 관계가 5만큼 향상됩니다.
qstr_Messenger_Post|메신저 포스트
qstr_A_messenger_post_let|메신저 포스트는 거주자가 멀리 떨어져 있더라도 적이 가까이있을 때마다 메시지를 보내도록합니다. 또한 관계를 5 향상시킵니다.
qstr_Prison_Tower|감옥 타워
qstr_A_prison_tower_reduc|교도소는 포로가 성공적으로 탈출 할 가능성을 줄입니다.
qstr_Winery|포도주 양조장
qstr_A_Winery_increases_b|와이너리는 기본 수입을 50으로, 번영을 10으로, 관계를 3으로 증가시킵니다.
qstr_Hunting_Lodge|헌팅 로지
qstr_A_Hunting_Lodge_send|Hunting Lodge는 수입을 5 증가시키고 번영을 10 증가시키는 사냥꾼을 보냅니다.
qstr_Foresters|포레스터
qstr_Foresters_organize_t|산림업자는 소득을 5 씩, 번영을 5 씩 늘리는 자원과 목재를 모으는 일을 조직합니다.
